latency,radioTechnology,reachableVia,altitude,accurancy,horizontalAccuracy,wifiEnabled,RAWData_mean,RAWData_max,RAWData_min,RAWData_median,RAWData_kurt,RAWData_stdDev,signalStrength,verticalAccurancies_mean,verticalAccurancies_max,verticalAccurancies_min,verticalAccurancies_median,verticalAccurancies_kurt,verticalAccurancies_stdDev,horizontaAccurancies_mean,horizontaAccurancies_max,horizontaAccurancies_min,horizontaAccurancies_median,horizontaAccurancies_kurt,horizontaAccurancies_stdDev,accurancyTimeStamps_mean,accurancyTimeStamps_max,accurancyTimeStamps_min,accurancyTimeStamps_median,accurancyTimeStamps_kurt,accurancyTimeStamps_stdDev,accurancyTimeStamps_count,floor,speed,activityMotion,activityConfidence,userIndoorMark
82.222998,LTE,Wi-Fi,602.9672849999999,6,10,true,3.1017816,4.192,0,3.50128,1.009511450286742,0,-99,7.647058823529412,10,6,6,-2.109387755102041,2.029198624783569,44.19755246436041,241.358391894127,10,10,9.389264851588152,57.11593001980754,0.7856828719377518,1.725928068161011,0,0.9928364753723145,-0.05421123073639444,0.4834509269229583,16,0,0,0,0,true
322.935045,LTE,Wi-Fi,604.344727,8,5,true,2.514984,5.236544,0,3.050496,1.328557753579501,0,-102,8.956568390155363,24,3.566756875127039,8,7.672418726656677,4.349776872143009,34.86598601266343,241.358391894127,5,10,13.40541228496466,45.11845918673882,55108801.4473965,1487937630.264821,-1.194470167160034,0.01882028579711914,27,286353730.3916756,27,0,0,0,0,true
181.617975,HSPDA,Wi-Fi,24.198242,8,10,true,9.1985992,10.600128,0,9.815128,2.268267044102765,0,-107,17.48481352888385,48,6,16,1.19963772340778,11.92837779704577,51.01057267189818,211.8292014243797,10,10,1.677307285484225,71.47270691360168,57228432.79565905,1487939234.347011,0,0.9859094619750977,25.99999999999999,291808891.8167328,26,0,0,1,2,false
140.127003,LTE,Wi-Fi,100.338173,10,65,true,55.35975119999999,156.10784,0,51.570576,49.25035717012893,0,-97,11.15993998243808,14.63975992975231,10,10,8.881784197001252e-16,2.147791500541985,253.0237299703501,767.0950175465138,65,65,-0.07632684974410253,319.1621103521027,0.9668632916041783,5.757816791534424,0,0.001526832580566406,6.507157202379517,2.135642687136339,7,0,-1,1,0,true
627.606988,HSPDA,WWAN,0,-1,1414,false,0.4951952000000001,1.035776,0,0.514752,0.2702669949360213,0,-91,-1,-1,-1,-1,0,0,1414,1414,1414,1414,0,0,0,0,0,0,0,0,1,0,-1,0,0,true
1251.451015,HSPDA,WWAN,0,-1,1414,false,0.2121536,0.424992,0,0.212592,0.1163297810294419,0,-85,-1,-1,-1,-1,nan,0,1414.301545685583,1417.545625888926,1414,1414,14.42364579636602,0.9045593401043768,2.935376387376051,28.04983305931091,0,0.1780869960784912,11.56281782210803,7.717246865829659,13,0,-1,0,0,true
87.938011,LTE,Wi-Fi,185.05077,3,16,true,131.571556,157.850496,0,149.154688,42.1087590074605,0,-107,10.96327896118164,106.2655792236328,3,3,18.92979648727647,22.69651447402212,46.1,128,6,64,0.606289043203704,31.40549733976354,0.9171988336663497,2.712244033813477,0,0.9871270656585693,1.486493540771182,0.7641640990058122,19,0,0,1,2,true
188.606024,LTE,Wi-Fi,168.568095,3,24,true,138.4337576,157.43808,0,149.812416,37.13997758978977,0,-107,8.301928800695082,106.2655792236328,3,3,31.435943715939,17.6214612489848,41.28704598816247,128,6,32,0.3471362207792108,29.50020818840458,57229108.47013032,1487956814.624777,-1.395694971084595,0.008839964866638184,25.99999999999999,291812339.6928155,26,0,0,1,2,true
164.885998,LTE,WWAN,0,-1,1414,true,30.61776719999999,41.230112,0,32.483288,10.19232872082694,0,-105,-1,-1,-1,-1,0,0,1414,1414,1414,1414,0,0,0.00391995906829834,0.00783991813659668,0,0.00391995906829834,0,0.005543659278334914,2,0,-1,1,2,false
169.913054,LTE,WWAN,0,-1,1414,true,48.1174232,66.029504,0,50.588376,16.19534586768322,0,-105,-1,-1,-1,-1,nan,0,1414,1414,1414,1414,nan,0,495987485.0200834,1487962455.055427,0,0.004822969436645508,0,859075523.968915,3,0,-1,1,2,true
210.883021,LTE,WWAN,0,-1,1414,true,42.32073999999999,61.356464,0,43.081448,14.4098181330249,0,-105,-1,-1,-1,-1,nan,0,1414,1414,1414,1414,nan,0,6.239107990264893,1487962486.239481,-1487962455.050604,0.000247955322265625,2,1052148353.144199,5,0,-1,1,2,true
173.883021,LTE,WWAN,115.211761,10,165,true,30.75809519999999,54.854224,0,30.605904,11.30710742861539,0,-82,5.625000565140122,18.00001356336294,-1,10,-1.279082806621856,6.592569386597666,724.9583334689388,1414,65,165.0000016272665,-2.145752410669488,648.2327465363886,148796294.7613676,2975924941.290085,-1487962486.233066,1.746609449386596,8.208481662623367,822108563.211928,20,0,-1,1,0,true
221.962988,HSPDA,WWAN,116.562759,10,287.27901,true,14.8025768,22.9272,0,15.918912,5.243636788280937,0,-75,10,10,10,10,nan,0,246.8534907177026,287.2790095413837,165,260.6628146823764,4.019237181977406,47.18662098498038,2.262187480926514,9.01398491859436,0,0.01738250255584717,3.999740896144708,4.501227375426864,4,0,-1,1,2,true
273.280025,HSPDA,WWAN,117.037048,10.750135,290.654536,true,8.24662,17.693088,0,8.427216,4.685708177723765,0,-74,10.94819740078057,12.91061305451292,10,10,-1.316193417915567,1.373839883740953,273.4600347659603,348.2261193607413,165,273.97091211188,-0.4924024144730232,67.72081738162599,185995464.4157808,1487963697.262158,0,0.02974605560302734,8.000000000000002,526074609.3343652,8,0,-1,1,2,true
177.32203,LTE,WWAN,115.000992,10,936.429466,true,30.739932,39.076896,0,32.556624,8.482017820652771,0,-82,10.67728385770041,12.91061305451292,10,10,0.3090939010212823,1.22649341963379,400.634910478575,936.4294663468158,65,288.966772765125,0.1545892764621462,300.8817405704066,135269711.0016261,1487966812.010291,-1487963697.258864,0.01542806625366211,1.861976707429345,802548459.2093445,11,0,-1,1,2,true
336.938977,LTE,Wi-Fi,590.4470209999999,6,5,true,2.5797416,4.014304,0,3.221856,1.238781648906036,0,-99,9.453206862983212,24,3.566756875127039,8,5.944485486343869,4.580092290576078,36.30310896196131,241.358391894127,5,10,8.174404489284816,44.88259119633747,0.03717511636239513,1487937630.29461,-1487937630.260845,0.008661985397338867,13,412679647.7429789,27,0,0,0,0,true
1210.025966,HSPDA,Wi-Fi,6.204962,38.319214,65,true,1.0744024,1.643648,0,1.27232,0.443488671431698,0,-73,41.65246223344641,43.30028208581253,38.31921427452796,43.30028208581253,-1.620083487898565,2.33715928768788,125,165,65,165,-3.333333333333334,54.77225575051661,0.02522248029708862,0.08288478851318359,0,0.009002566337585451,3.019222097669715,0.03932270192687319,4,0,-1,1,0,false
2535.430014,EDGE,Wi-Fi,11.986272,10,417.051499,true,0.1023328203125,0.993856,0,0.006066,0.2286294598613166,0,-100,10,10,10,10,nan,0,1006.976432584592,1414,165,1414,-1.880941370560307,539.5679428466781,3.579474906126658,18.55116891860962,0,0.04053843021392822,2.545613391122709,5.987076722632069,12,0,-1,1,2,true
188.362956,LTE,Wi-Fi,506.600098,16,30,true,11.2397736,14.636672,0,12.021656,2.983607703539536,0,-109,16.82653934870942,64,10,16,14.7551078073197,8.531400677193917,72.02323108792568,1172.908271834224,10,30,32.05808611282562,189.859847512282,9.690191745756325,241.3803610801697,0,0.3392448425292969,26.96243505830094,46.31812624294948,27,0,1,1,2,false
64.09204,unknown,Wi-Fi,47,10,165.174423,true,10.6453584,12.845312,0,11.12032,2.588577475950071,0,0,10,10,10,10,nan,0,827.1289487317271,1489.199756471043,165,827.1870897241379,-3.333333243370186,725.2622349255189,3.365034818649292,9.017357110977173,0,3.00214695930481,0.1066896948398792,3.738158189439424,5,0,-1,0,0,true
218.801975,LTE,Wi-Fi,154.794571,10,149.699696,true,3.2525424,5.592832,0,3.47136,1.148756519041094,0,-101,10,10,10,10,nan,0,77.09995658087959,149.6996960661571,65,65,6.999999999999991,32.01347598768678,1.483352979024251,8.898365020751953,0,0.0004018545150756836,5.999999884387098,3.632599197764496,6,0,-1,1,0,true
148.702025,LTE,WWAN,198.874466,10,65,true,1.537728,3.954496,0,1.325408,1.1548171635645,0,-111,10,10,10,10,nan,0,188.2021660382158,471.234887987753,65,65,-1.086426204383539,169.2425286309759,78314868.61113791,1487982450.777048,-1.751839399337769,0.04652810096740723,18.99999999999996,341366585.2581402,19,0,-1,0,0,true
556.1940070000001,LTE,WWAN,199.091263,10,65,true,0.3332560000000001,1.347136,0,0.239008,0.322427833595446,0,-111,10,10,10,10,nan,0,168.4898194721013,471.234887987753,65,65,-0.4869158782293486,161.2272399487238,67635570.24935183,1487982526.634712,-1487982450.73052,0.04303348064422607,5.664283974355625,558127609.5208158,22,0,-1,0,0,true
475.38501,LTE,WWAN,199.142654,10,65,true,0.360416,0.79856,0,0.347648,0.2470726145910187,0,-111,10,10,10,10,nan,0,151.2415162267511,471.234887987753,65,65,0.2891039635526438,151.8264599584733,57230099.44578599,1487982560.853349,-2975964901.376563,1.76729953289032,5.253005500045385,890879774.7600629,26,0,-1,0,0,true
506.862998,LTE,WWAN,197.611053,10,78.27522500000001,true,0.4026672000000001,0.956032,0,0.400672,0.240590190875338,0,-117,10,10,10,10,nan,0,141.485903297856,471.234887987753,65,65,0.9171997708591797,144.902054055165,53142236.18935429,4463947352.064762,-4463947350.139763,1.211694955825805,4.110957162180558,1541158642.312834,28,0,-1,0,0,true
125.40102,LTE,Wi-Fi,2262.296875,10,303.216095,true,9.5115874,13.317264,0,11.402832,3.456048825206587,0,-121,16.24182340764712,33.41137450463633,10,10,0.6533578383332408,8.252284313606367,390.9562910139717,1414,65,65,0.6175049764192071,493.6959697823414,19.3516526392528,239.5114238262177,0,0.09264636039733888,13.87945991869359,63.47561872313061,14,0,-1,1,2,true
202.149987,LTE,Wi-Fi,2262.065186,10,65,true,4.9497184,11.731072,0,3.94272,4.87899930862374,0,-112,14.68136755573534,33.41137450463633,10,10,1.967317249004931,7.607143794321697,361.2585119343394,1414,65,144.7922524842867,1.716566572984662,436.8227372730542,82665969.84195873,1487987447.794728,-239.5101406574249,0.01942956447601318,17.99999999999764,350722004.7555994,18,0,-1,1,2,true
129.566967,LTE,Wi-Fi,2263.87207,10,65,true,9.0427392,14.962944,0,10.76832,5.135767049857582,0,-113,13.61792569417554,33.41137450463633,10,10,3.615550630118535,6.921214728676306,315.6280605043202,1414,65,65,3.073898538932487,396.1014883521581,64695578.06918766,1487998295.000792,-1487987447.76913,0.0459902286529541,6.002958499351521,545480825.3768977,23,0,-1,1,2,true
361.925006,WCDMA,Wi-Fi,1,6,5,false,0.4529824000000001,0.96784,0,0.45472,0.3003778944011763,0,-48,9.368421052631579,32,6,6,6.814983348896545,6.528196856429922,17.36842105263158,65,5,5,0.743348399346103,21.83280578053027,0.8511704972784729,2.693659067153931,0,0.997081995010376,4.633290132665642,0.5339034317541741,28,0,0,0,0,true
276.062012,WCDMA,Wi-Fi,1,12,5,false,1.4907232,2.7776,0,1.531528,0.6607625596040413,0,-48,12.85903971415912,48,6,10,4.45676695922225,9.959941094638525,46.18234772240101,684.4234084051371,5,10,21.72528665085448,129.5692464707296,0.03716143277975227,2.677857160568237,-2.657593011856079,0.007771372795104982,9.132596420993979,0.8032554985446235,26,0,0,0,0,true
90.297997,WCDMA,Wi-Fi,-3.371998,10,65,true,9.685224800000002,17.876192,0,9.630056,4.839490523345805,0,-69,15.77151700672754,27.13402832540835,10,10.78187271752338,-1.554422546052087,7.88068664650196,364.7777777777778,1414,65,65,0.7346938775510186,594.8530864376888,1.702933371067047,6.5538330078125,0,0.4438939094543457,0.4943039491248022,2.588691055366076,8,0,-1,1,0,true
78.311026,WCDMA,Wi-Fi,-32.493744,32,100,true,25.8406424,37.847296,0,28.625152,10.08637438391922,0,-77,13.6,32,10,10,3.1108242631152,7.820201759261428,72.4990953207016,104.990953207016,65,65,1.575757503768117,15.8531876644417,1.367325782775879,9.011940002441406,0,0.005899906158447266,7.052636568158757,2.983350622151073,9,0,0,1,2,true
613.1319999999999,EDGE,Wi-Fi,14.661832,10,225.496727,true,0.4144536,1.031936,0,0.415264,0.2714855034637936,0,-94,17.69919294268566,40.79677177074263,10,10,8.881784197001252e-16,14.25613515673072,422.3120908193716,1414,65,65,-0.05194244960619532,614.5829895453124,1.557038579668317,8.991813898086548,0,0.007433891296386719,6.486562149111169,3.316015631310196,7,0,-1,1,0,false
101.255,WCDMA,Wi-Fi,-32.527557,24,50,true,24.78901520000001,38.555232,0,25.399112,8.768271281746378,0,-75,13.3329156590425,32,10,10,2.582182314825865,6.509131437326195,75.0408903895154,115.5600523948669,50,65,0.06938396760797261,20.63880175266758,78316240.26636654,1488008552.915105,-9.000142097473145,0.02771592140197754,19.00000000000001,341372574.0178887,19,0,0,1,2,true
207.024992,HSPDA,Wi-Fi,29.115759,10,65,true,2.0919608,2.898336,0,2.256,0.6791264023501152,0,-76,10,10,10,10,nan,0,257.0000053268516,1414,65,65,4.583865513589344,456.0494124651925,106286525.8312072,1488011353.783051,-3.667626857757568,0.03033554553985596,14,397687762.2303823,14,0,-1,0,0,true
637.7059819999999,LTE,Wi-Fi,789.857544,10.164882,200,true,1.2660192,2.54624,0,1.2736,0.6548535176015441,0,-108,14.8299773041904,32,10,10.16488177364439,1.932178395446587,7.843935417101878,227.0542664871574,567.2395084155858,50,200,0.8003597910243947,171.8434799112806,2.361992865800858,8.975022792816162,0,0.1557680368423462,-0.02569221044102576,3.990254763301807,8,0,1,1,0,false
37.900031,LTE,Wi-Fi,212.201585,3,5,true,74.39490959999999,102.792864,0,81.816912,27.3841563418363,0,-85,6.714285714285714,16,3,4,-0.4568583557191639,4.440077219405729,29.52380952380953,65,5,5,-1.991124185779415,28.84894980344874,0.643473207950592,1.0556960105896,0,0.9240870475769043,-1.571199408728996,0.445560699319083,20,0,0,0,2,true
42.680979,LTE,Wi-Fi,212.439991,3,5,true,65.2027944,97.139072,0,67.267224,24.09620227145537,0,-85,5.363636363636363,16,3,3,1.258680835995305,3.951409414833696,20.60606060606061,65,5,5,-0.730397989406308,25.76205954735008,55111654.15176871,1488014655.397365,-0.8511362075805664,0.03786921501159668,27.00000000000001,286368553.9009965,27,0,0,1,2,true
167.276978,HSPDA,Wi-Fi,992.429321,16,30,true,3.9714632,6.93792,0,3.986344,1.575984429332433,0,-92,12.33969046631869,16,10,13.47938093263739,-1.223279375954278,2.154812278242385,208.7932044801611,274.1452930970734,30,249.2419087586446,0.7000989380588907,90.19244325326456,1.744466781616211,9.008324146270752,0,0.8965039253234863,6.059277687747741,2.904078388635916,9,0,0,1,0,true
93.840003,LTE,Wi-Fi,622.517578,12,5,true,2.201387999999999,3.960704,0,2.095936,1.188287654019673,0,-96,12.375,16,10,12,-0.8578106515990536,2.334523505985751,26.875,65,5,10,-1.39099243618,26.57536453183662,0.8959856669108073,2.420987129211426,0,0.9933240413665771,2.922917701878301,0.5889062611882758,15,0,0,0,0,true
3065.133989,WCDMA,WWAN,138.487732,3,10,true,0.0240164,0.0672,0,0.022208,0.01615344076887906,0,-73,4.585365853658536,10,3,3,0.4412156836657832,2.729245406299123,26.57108138855438,126.170603391537,5,10,3.015728335962964,37.00897064555131,0.9072048578943438,4.767806053161621,0,0.9971824884414673,15.36618789288716,0.863911065343253,28,0,0,0,0,true
395.675004,EDGE,Wi-Fi,13.350286,10,65,true,1.850592,2.746112,0,1.931968,0.6040400921151893,0,-85,10,10,10,10,nan,0,133.9657446810032,341.5557825636849,65,80.15185969966075,0.679338106514856,98.81492962491123,9.659536235472734,130.6369090080261,0,0.001908063888549805,16.60838228198645,31.32613220254072,17,0,-1,0,0,true
80.234945,LTE,Wi-Fi,55.535282,17.227524,8,true,3.6771504,4.606848,0,3.881088,0.9925406094175641,0,-88,17.70256843566894,33.13911056518555,10,17.22752380371094,-0.7804352839870003,7.656395403938256,32.93333333333333,65,6,16,-2.052121367444453,27.48627363058219,1.060159632137843,6.57495903968811,0,0.9898624420166016,10.99274445896894,1.664811303123046,14,0,0,1,0,true
307.837963,WCDMA,WWAN,359.045227,256,100,false,5.0392824,13.1936,0,4.4016,3.37755965685059,0,-73,119.4682729369415,256,3,88.90481881082454,-2.153309965611287,113.9175057388343,290.6666666666667,1414,30,75,5.942954343304155,551.0668441003021,2.579729175567627,9.985270977020264,0,0.9333479404449463,4.777086942142944,4.16419148934953,5,0,0,1,2,true
121.111989,LTE,Wi-Fi,41.639927,10,65,true,42.6606312,55.051088,0,44.656208,11.76674849670531,0,-114,30.93629857117182,36.17037321396477,10,36.17037321396477,1.406250000000002,11.0343982097053,861.712157304108,1060.911790087851,65,1060.910870219285,1.406249862479406,419.9041793705536,0.09348758061726888,0.7431931495666504,0,0.001076221466064453,8.746507903354193,0.2448326848879784,9,0,-1,0,0,true
146.954,LTE,WWAN,41.639927,10,918.072731,false,4.9574064,7.282656,0,5.29216,1.679191765248683,0,-114,23.08518660698239,36.17037321396477,10,23.08518660698239,-2.307692307692308,13.5143226162291,776.2107178467079,1060.911790087851,65,989.407981248735,-0.5194047680276808,428.338627606202,106288166.7862468,1488034334.565124,-0.7356441020965576,0.008524537086486815,14,397693904.2551094,14,0,-1,0,0,true
410.057008,WCDMA,Wi-Fi,4,12,10,false,1.360704,2.987904,0,1.422528,0.637227122961912,0,-77,19.58962335929197,64,10,13.47312852535528,5.082999466993172,14.25728288420635,54.47368421052632,200,10,10,0.1939161288749194,66.26744501643205,0.864952113893297,2.787189960479736,0,0.9331655502319336,3.437048927322802,0.6598049003584768,18,0,0,0,0,true
386.844993,WCDMA,Wi-Fi,6,12,10,false,1.4545456,3.310784,0,1.27936,0.9222263334521921,0,-77,23.68546213337966,64,10,16,0.1412738066558687,15.31871665443453,49.2319670453742,200,10,30,1.661556347926789,54.1411463279432,55112393.45225144,1488034614.557131,-1.06313681602478,0.1105422973632812,26.99999999999999,286372395.0286265,27,0,0,0,0,true
34628.955007,WCDMA,WWAN,118.35376,6,10,false,0.1897506,0.51248,0,0.183006,0.1328335277098052,0,-70,7.850699625144492,64,4,6,45.84210831279173,6.933282464765679,69.26895391753166,1414,5,10,20.67061069156502,264.3117408327305,0.03889649523221529,0.9767501354217529,-0.8542413711547852,0.002321481704711914,8.019759389717166,0.2848978827495008,26,0,0,1,2,true
23.295999,HSPDA,Wi-Fi,32.29425,32,30,true,10.7158744,13.231328,0,11.010816,2.661408866994329,0,-75,26.72727272727273,48,10,32,-0.7070473921125493,12.56670513388764,42.27272727272727,65,30,30,-1.537348375822368,15.79084067903446,1.020733379182361,6.938233852386475,0,0.9912319183349609,16.87333216028177,1.421327121091862,21,0,0,1,2,true
